# date;Temp;RH;Tgrad;Patm;Pluvio
2017-09-29 11:45:00;22.9;69.7;-2.3;1016.6;0
2017-09-29 12:00:00;22.8;69.5;-2.3;1016.7;0
2017-09-29 12:15:00;22.8;69.5;-2;1016.5;0
2017-09-29 12:30:00;22.6;69.8;-1.9;1016.4;0
2017-09-29 12:45:00;22.8;69.6;-2.3;1016.3;0
2017-09-29 13:00:00;22.8;69.2;-2.1;1016.2;0
2017-09-29 13:15:00;23.3;68.8;-2.5;1016.2;0
2017-09-29 13:30:00;24.6;65.8;-2.4;1016.1;0
2017-09-29 13:45:00;24.8;62.7;-2.2;1016.2;0.1
2017-09-29 14:00:00;24.3;63.3;-2.1;1016.1;0
2017-09-29 14:15:00;24;63.7;-2.1;1016.2;0
2017-09-29 14:30:00;23.9;63.1;-2;1016.1;0
2017-09-29 14:45:00;23.7;63.3;-1.7;1016.1;0
2017-09-29 15:00:00;23.5;63.5;-1.7;1016.2;0
2017-09-29 15:15:00;23.2;63.7;-1.6;1016.2;0
2017-09-29 15:30:00;23;63.5;-1.6;1016.2;0
2017-09-29 15:45:00;22.6;64.3;-1.6;1016.3;0
2017-09-29 16:00:00;22.2;65.3;-1.6;1016.3;0.1
2017-09-29 16:15:00;22;65.4;-1.7;1016.5;0.1
2017-09-29 16:30:00;21.6;68.5;-1.9;1016.5;0
2017-09-29 16:45:00;21.2;70;-1.9;1016.8;0
2017-09-29 17:00:00;20.7;71.2;-1.8;1017;0.1
2017-09-29 17:15:00;20.3;73;-1.5;1017.2;0.4
2017-09-29 17:30:00;19.7;74.8;-1.4;1017.2;0.9
2017-09-29 17:45:00;19.2;77.2;-1;1017.6;0.6
2017-09-29 18:00:00;18.5;79.4;-1.2;1017.6;0.4
2017-09-29 18:15:00;18;80.7;-1.1;1017.6;0
2017-09-29 18:30:00;17.6;80.8;-1.2;1017.8;0
2017-09-29 18:45:00;17.3;81.7;-1.3;1017.6;0
2017-09-29 19:00:00;17;81.8;-1.4;1017.7;0
2017-09-29 19:15:00;16.7;81;-1.4;1017.5;0
2017-09-29 19:30:00;16.4;81.3;-1.4;1017.8;0
2017-09-29 19:45:00;16.1;81.3;-1.5;1017.8;0
2017-09-29 20:00:00;15.8;81.5;-1.4;1017.9;0
2017-09-29 20:15:00;15.6;80.7;-1;1018.1;0
2017-09-29 20:30:00;15.5;80;-1;1018.1;0
2017-09-29 20:45:00;15.4;80;-0.7;1017.9;0
2017-09-29 21:00:00;15.3;81.3;-0.4;1017.8;0
2017-09-29 21:15:00;15.3;81.3;-0.1;1017.6;0
2017-09-29 21:30:00;15.3;81.4;0;1017.3;0
2017-09-29 21:45:00;15.2;81.2;-0.2;1017.4;0
2017-09-29 22:00:00;15.1;81;-0.2;1017.6;0
2017-09-29 22:15:00;15;81;-0.3;1017.6;0
2017-09-29 22:30:00;14.9;81;-0.1;1017.6;0
2017-09-29 22:45:00;14.9;80.7;-0.1;1017.4;0
2017-09-29 23:00:00;14.9;80.7;-0.2;1017.4;0
2017-09-29 23:15:00;14.9;80.7;-0.4;1017.4;0
2017-09-29 23:30:00;14.9;80.7;-0.4;1017.6;0
2017-09-29 23:45:00;14.9;81;-0.5;1017.5;0
2017-09-30 00:00:00;14.9;81.2;-0.6;1017.5;0
2017-09-30 00:15:00;14.8;81.3;-0.6;1017.4;0
2017-09-30 00:30:00;14.8;81.8;-0.7;1017.5;0
2017-09-30 00:45:00;14.7;82;-0.8;1017.6;0
2017-09-30 01:00:00;14.6;83;-0.4;1017.5;0
2017-09-30 01:15:00;14.5;83.3;-0.4;1017.5;0
2017-09-30 01:30:00;14.4;84;-0.4;1017.5;0
2017-09-30 01:45:00;14.4;84.3;-0.4;1017.4;0
2017-09-30 02:00:00;14.4;84.7;-0.3;1017.4;0
2017-09-30 02:15:00;14.4;84.8;-0.6;1017.5;0
2017-09-30 02:30:00;14.4;85;-0.6;1017.7;0
2017-09-30 02:45:00;14.4;85;-0.4;1017.6;0
2017-09-30 03:00:00;14.5;85;-0.2;1017.5;0
2017-09-30 03:15:00;14.5;85;0;1017.6;0
2017-09-30 03:30:00;14.5;85;0.1;1017.7;0
2017-09-30 03:45:00;14.4;85;0;1017.9;0
2017-09-30 04:00:00;14.4;85;0.2;1018;0
2017-09-30 04:15:00;14.3;84.3;0.2;1018.1;0
2017-09-30 04:30:00;14.3;84;0.4;1018.1;0
2017-09-30 04:45:00;14.2;83.3;0.5;1018.1;0
2017-09-30 05:00:00;14.2;83;0.6;1018;0
2017-09-30 05:15:00;14.1;83;0.7;1017.9;0
2017-09-30 05:30:00;14.1;82.7;0.3;1017.8;0
2017-09-30 05:45:00;14.1;82.2;0.1;1017.8;0
2017-09-30 06:00:00;14;82.1;0;1017.8;0
2017-09-30 06:15:00;13.9;82.4;0.5;1017.8;0
2017-09-30 06:30:00;13.9;82.7;0.5;1017.8;0
2017-09-30 06:45:00;13.9;83;0.3;1017.9;0
2017-09-30 07:00:00;13.9;82.5;0.3;1018;0
2017-09-30 07:15:00;13.9;82;0.2;1018.1;0
2017-09-30 07:30:00;14;82;0.2;1018.2;0
2017-09-30 07:45:00;14;81.3;-0.5;1018.2;0
2017-09-30 08:00:00;14.3;81.1;-1.3;1018.3;0
2017-09-30 08:15:00;14.6;79.5;-1.6;1018.4;0
2017-09-30 08:30:00;15.1;77.2;-1.7;1018.4;0
2017-09-30 08:45:00;16.2;75.3;-1.9;1018.4;0
2017-09-30 09:00:00;17.8;71.5;-2.1;1018.5;0
2017-09-30 09:15:00;19;68;-2.4;1018.5;0
2017-09-30 09:30:00;20;64.7;-2.6;1018.5;0
2017-09-30 09:45:00;20.8;62;-2.4;1018.4;0
2017-09-30 10:00:00;21.4;58.7;-2.7;1018.3;0
2017-09-30 10:15:00;22.2;56.8;-2.3;1018.1;0
2017-09-30 10:30:00;23.4;54.7;-3.3;NA;NA
2017-09-30 10:45:00;24.3;50.5;-3.2;NA;NA
2017-09-30 11:00:00;24.2;47.7;-2.9;1017.9;0
2017-09-30 11:15:00;23.7;48.5;-2.5;1017.9;0
2017-09-30 11:30:00;23.6;47.4;-2.4;1017.9;0
2017-09-30 11:45:00;22.9;47.8;-2.6;1017.8;0
2017-09-30 12:00:00;22.6;48.3;-3.3;1017.7;0
2017-09-30 12:15:00;21.4;49.8;-3.6;1017.6;0
2017-09-30 12:30:00;20.4;53;-3.3;1017.6;0
2017-09-30 12:45:00;20.7;54.3;-3.8;1017.5;0
2017-09-30 13:00:00;22.2;49.7;-2.4;1017.3;0
2017-09-30 13:15:00;22;48.6;-2.5;1017.2;0
2017-09-30 13:30:00;21.7;50.2;-2.3;1017.1;0
2017-09-30 13:45:00;22.6;48.5;-2.9;1017.1;0
2017-09-30 14:00:00;22.9;47.7;-2.6;1017.1;0
2017-09-30 14:15:00;22.3;48.3;-2.6;1017;0
2017-09-30 14:30:00;22.4;48.7;-2.5;1017;0
2017-09-30 14:45:00;22.1;48.2;-2.3;1017.1;0
2017-09-30 15:00:00;20.9;49.6;-2.1;1017.2;0
2017-09-30 15:15:00;20.1;51.8;-1.9;1017.2;0
2017-09-30 15:30:00;19.6;53.2;-1.7;1017.2;0
2017-09-30 15:45:00;19.2;55.2;-1.7;1017.2;0
2017-09-30 16:00:00;19;56.5;-1.7;1017.3;0
2017-09-30 16:15:00;18.9;57.2;-1.7;1017.4;0
2017-09-30 16:30:00;18.8;58;-1.6;1017.6;0
2017-09-30 16:45:00;18.7;58;-1.5;1017.5;0
2017-09-30 17:00:00;18.6;58.5;-1.3;1017.8;0
2017-09-30 17:15:00;18.4;59.2;-1.1;1017.9;0
2017-09-30 17:30:00;18.2;59.7;-1;1018;0
2017-09-30 17:45:00;18.1;60;-0.9;1018.1;0
2017-09-30 18:00:00;18;60.5;-0.8;1017.9;0
2017-09-30 18:15:00;17.9;61.1;-0.8;1017.8;0
2017-09-30 18:30:00;17.7;61.7;-0.8;1017.7;0
2017-09-30 18:45:00;17.6;62;-0.8;1017.7;0
2017-09-30 19:00:00;17.5;62.5;-0.9;1017.7;0
2017-09-30 19:15:00;17.4;62.8;-0.9;1017.7;0
2017-09-30 19:30:00;17.4;63.3;-0.9;1017.8;0
2017-09-30 19:45:00;17.3;63.8;-1;1017.8;0
2017-09-30 20:00:00;17.1;64.8;-0.9;1017.8;0.1
2017-09-30 20:15:00;16.9;66.2;-0.6;1017.9;0
2017-09-30 20:30:00;16.7;67.3;-0.6;1018;0
2017-09-30 20:45:00;16.5;69.7;-0.6;1017.9;0
2017-09-30 21:00:00;16.2;71.7;-0.6;1017.7;0
2017-09-30 21:15:00;16;72.3;-0.5;1017.4;0
2017-09-30 21:30:00;15.8;72.8;-0.4;1017.2;0
2017-09-30 21:45:00;15.7;73.3;-0.2;1017.2;0.1
2017-09-30 22:00:00;15.6;74.1;0;1017.2;0.2
2017-09-30 22:15:00;15.4;75.3;-0.1;1017.2;0
2017-09-30 22:30:00;15.3;76.3;-0.1;1017.1;0
2017-09-30 22:45:00;15.2;77;-0.1;1016.9;0
2017-09-30 23:00:00;15.1;77.8;-0.2;1016.9;0
2017-09-30 23:15:00;14.9;78.3;-0.1;1016.9;0
2017-09-30 23:30:00;14.8;78.8;-0.2;1016.6;0
2017-09-30 23:45:00;14.7;79.4;-0.2;1016.4;0
2017-10-01 00:00:00;14.7;79.7;-0.3;1016.4;0
2017-10-01 00:15:00;14.7;79.7;-0.5;1016.3;0
2017-10-01 00:30:00;14.7;80;-0.6;1016.5;0
2017-10-01 00:45:00;14.7;79.3;-0.2;1016.5;0
2017-10-01 01:00:00;14.8;79.3;-0.3;1016.4;0.1
2017-10-01 01:15:00;14.8;79.3;-0.2;1016.4;0
2017-10-01 01:30:00;14.8;79.3;-0.5;1016.5;0
2017-10-01 01:45:00;14.7;79.3;-0.6;1016.2;0
2017-10-01 02:00:00;14.6;78.8;-0.8;1016.1;0
2017-10-01 02:15:00;14.6;78.7;-1;1016.1;0
2017-10-01 02:30:00;14.7;78.3;-1;1016.1;0
2017-10-01 02:45:00;14.7;78.3;-1.1;1015.7;0
2017-10-01 03:00:00;14.7;78.2;-1.1;1015.6;0
2017-10-01 03:15:00;14.7;78.1;-1.1;1015.5;0
2017-10-01 03:30:00;14.7;77.3;-1.1;1015.2;0
2017-10-01 03:45:00;14.8;77;-1.2;1015.2;0
2017-10-01 04:00:00;14.9;76.7;-1.2;1015;0
2017-10-01 04:15:00;14.9;76;-1.2;1015.1;0
2017-10-01 04:30:00;15;76;-1.1;1015;0
2017-10-01 04:45:00;15;76;-1.2;1015;0
2017-10-01 05:00:00;15.1;76;-1.2;1014.9;0
2017-10-01 05:15:00;15.1;76;-1.3;1014.9;0
2017-10-01 05:30:00;15.1;76.3;-1.2;1015;0
2017-10-01 05:45:00;15.2;76.3;-1.1;1015;0
2017-10-01 06:00:00;15.2;76.5;-1.1;1014.9;0
2017-10-01 06:15:00;15.1;77.2;-1.1;1014.8;0
2017-10-01 06:30:00;15;77.8;-1.3;1015;0
2017-10-01 06:45:00;15;78.8;-1.3;1015;0
2017-10-01 07:00:00;15;79.5;-1.2;1014.9;0
2017-10-01 07:15:00;15;80.7;-1.3;1015;0.1
2017-10-01 07:30:00;15;81.5;-1.3;1015;0
2017-10-01 07:45:00;15.1;82.2;-1.3;1015.1;0
2017-10-01 08:00:00;15.2;82.3;-1.3;1015;0
2017-10-01 08:15:00;15.3;82.1;-1.3;1015.1;0
2017-10-01 08:30:00;15.5;82.2;-1.3;1015.2;0
2017-10-01 08:45:00;15.8;82.2;-1.3;1015.4;0
2017-10-01 09:00:00;15.9;82.8;-1.3;1015.3;0
2017-10-01 09:15:00;16;83;-1.3;1015.4;0
2017-10-01 09:30:00;16.1;82.8;-1.3;1015.4;0
2017-10-01 09:45:00;16.2;83;-1.4;1015.6;0
2017-10-01 10:00:00;16.2;83;-1.5;1015.6;0
2017-10-01 10:15:00;16.4;83;-1.6;1015.4;0
2017-10-01 10:30:00;16.5;82.3;-1.7;1015.4;0
2017-10-01 10:45:00;16.7;82.2;-1.7;1015.3;0
2017-10-01 11:00:00;16.9;81.5;-1.8;1015.3;0
2017-10-01 11:15:00;17.1;81.2;-1.9;1015.2;0
2017-10-01 11:30:00;17.2;80.5;-2;1015.2;0
2017-10-01 11:45:00;17.4;80.2;-2;1015.1;0.1
2017-10-01 12:00:00;17.7;79.6;-2.1;1015.2;0
2017-10-01 12:15:00;18.1;79;-2.2;1015;0
2017-10-01 12:30:00;18.6;78.2;-2.1;1014.9;0
2017-10-01 12:45:00;19;77.2;-1.9;1014.9;0
2017-10-01 13:00:00;19.2;76.3;-2.1;1014.7;0.1
2017-10-01 13:15:00;19.7;75.3;-1.9;1014.8;0
2017-10-01 13:30:00;20.2;73.8;-2;1014.6;0
2017-10-01 13:45:00;20.5;72.6;-2;1014.4;0
2017-10-01 14:00:00;20.6;71.7;-2.1;1014.3;0
2017-10-01 14:15:00;20.9;70.5;-2;1014.2;0
2017-10-01 14:30:00;20.9;70;-1.9;1014.1;0
2017-10-01 14:45:00;20.9;70;-1.9;1014.1;0
2017-10-01 15:00:00;20.8;70;-1.8;1014.1;0
2017-10-01 15:15:00;20.6;70.8;-1.8;1014;0
2017-10-01 15:30:00;20.3;71.8;-1.7;1014;0
2017-10-01 15:45:00;20.1;72.7;-1.6;1014.1;0
