date;ref;#6182;#6179;#617B;pm2.5#6182;pm2.5#6179;pm2.5#617B
2017-11-06 12:30:00;21.4;;32.45;32.2;;30.15;27.1
2017-11-06 12:45:00;21.4;;29.3;34.5;;27.25;28.8
2017-11-06 13:00:00;21.2;;23.9;31.9333333333333;;22.15;26.8666666666667
2017-11-06 13:15:00;15.1;;29.4;25.9;;27.0;22.3
2017-11-06 13:30:00;15.1;;31.45;33.2;;28.95;28.1
2017-11-06 13:45:00;15.1;;32.6;40.65;;30.15;33.9
2017-11-06 14:00:00;15.1;;28.3333333333333;35.45;;26.3;29.7
2017-11-06 14:15:00;15.2;;20.75;29.7;;19.4;24.85
2017-11-06 14:30:00;15.2;;19.55;23.4;;18.15;20.05
2017-11-06 14:45:00;15.2;;14.8;21.0;;13.75;18.1666666666667
2017-11-06 15:00:00;14.9;;21.75;23.1;;20.3;19.5
2017-11-06 15:15:00;9.6;;21.05;22.75;;19.4;19.15
2017-11-06 15:30:00;9.6;;18.0;21.55;;16.8;18.1
2017-11-06 15:45:00;9.6;;26.5;27.65;;24.6666666666667;22.9
2017-11-06 16:00:00;9.9;;24.05;33.2;;22.2;27.45
2017-11-06 16:15:00;15.9;;27.2;34.3;;25.1;28.55
2017-11-06 16:30:00;15.9;;26.8;25.8;;24.9;21.533333333333307
2017-11-06 16:45:00;15.9;;24.9;23.8;;23.0;19.75
2017-11-06 17:00:00;16.0;;26.95;24.6;;24.7;20.5
2017-11-06 17:15:00;17.5;;23.25;26.75;;21.4;22.25
2017-11-06 17:30:00;17.5;;24.4;25.4;;22.6333333333333;21.2
2017-11-06 17:45:00;17.5;;27.9;22.95;;25.85;19.15
2017-11-06 18:00:00;18.0;;19.9;24.3;;18.5;20.45
2017-11-06 18:15:00;28.2;;19.65;34.1;;18.4;28.8
2017-11-06 18:30:00;28.2;;24.6;34.4;;22.95;29.2
2017-11-06 18:45:00;28.2;;27.35;34.8;;25.35;29.25
2017-11-06 19:00:00;28.8;;23.2;32.35;;21.55;27.3
2017-11-06 19:15:00;47.2;;21.4333333333333;26.95;;19.8333333333333;22.7
2017-11-06 19:30:00;47.2;;24.35;31.25;;22.5;25.65
2017-11-06 19:45:00;47.2;;22.55;29.0;;20.9;24.45
2017-11-06 20:00:00;47.2;;25.95;26.6;;24.0;22.533333333333307
2017-11-06 20:15:00;45.0;;31.9;36.9;;29.4;31.4
2017-11-06 20:30:00;45.0;;30.65;35.15;;28.25;30.0
2017-11-06 20:45:00;45.0;;28.0;36.4;;25.9;30.5
2017-11-06 21:00:00;45.2;;20.5;38.8;;19.033333333333303;32.4
2017-11-06 21:15:00;50.8;;21.95;33.9;;20.45;28.35
2017-11-06 21:30:00;50.8;;25.95;30.55;;24.35;25.85
2017-11-06 21:45:00;50.8;;26.15;39.4;;24.4;33.4333333333333
2017-11-06 22:00:00;50.3;;27.6;37.55;;25.7;31.95
2017-11-06 22:15:00;41.4;;29.15;33.5;;27.35;28.95
2017-11-06 22:30:00;41.4;;28.85;37.1;;26.8;31.85
2017-11-06 22:45:00;41.4;;31.0666666666667;31.75;;28.7;26.7
2017-11-06 23:00:00;41.2;;28.05;25.6;;25.7;21.65
2017-11-06 23:15:00;34.0;;25.4;26.85;;23.45;23.15
2017-11-06 23:30:00;34.0;;22.55;33.866666666666696;;21.0;28.6666666666667
2017-11-06 23:45:00;34.0;;24.15;40.25;;22.55;33.8
2017-11-07 00:00:00;33.7;;20.85;32.95;;19.45;27.95
2017-11-07 00:15:00;25.8;;29.95;42.3;;27.65;35.55
2017-11-07 00:30:00;25.8;;79.3;;;71.5;
2017-11-07 00:45:00;25.8;;;;;;
2017-11-07 01:00:00;25.6;;;;;;
2017-11-07 01:15:00;21.3;;;;;;
2017-11-07 01:30:00;21.3;;;;;;
2017-11-07 01:45:00;21.3;;;;;;
2017-11-07 02:00:00;21.2;;;;;;
2017-11-07 02:15:00;17.6;;;;;;
2017-11-07 02:30:00;17.6;;;;;;
2017-11-07 02:45:00;17.6;;;;;;
2017-11-07 03:00:00;17.5;;;;;;
2017-11-07 03:15:00;13.6;;;;;;
2017-11-07 03:30:00;13.6;;;;;;
2017-11-07 03:45:00;13.6;;;;;;
2017-11-07 04:00:00;13.7;;;;;;
2017-11-07 04:15:00;15.7;;;;;;
2017-11-07 04:30:00;15.7;;;;;;
2017-11-07 04:45:00;15.7;;;;;;
2017-11-07 05:00:00;15.6;;;;;;
2017-11-07 05:15:00;14.1;;;;;;
2017-11-07 05:30:00;14.1;;;;;;
2017-11-07 05:45:00;14.1;;;;;;
2017-11-07 06:00:00;14.1;;;;;;
2017-11-07 06:15:00;16.4;;;;;;
2017-11-07 06:30:00;16.4;;;;;;
2017-11-07 06:45:00;16.4;;;;;;
2017-11-07 07:00:00;16.3;;;;;;
2017-11-07 07:15:00;15.0;;;;;;
2017-11-07 07:30:00;15.0;;;;;;
2017-11-07 07:45:00;15.0;;;;;;
2017-11-07 08:00:00;15.1;;;;;;
2017-11-07 08:15:00;18.0;;;;;;
2017-11-07 08:30:00;18.0;;;;;;
2017-11-07 08:45:00;18.0;;;;;;
2017-11-07 09:00:00;18.2;;60.5;91.4;;54.1;70.4
2017-11-07 09:15:00;23.1;;44.3;64.6;;40.0;50.9
2017-11-07 09:30:00;23.1;;19.65;26.85;;18.25;22.4
2017-11-07 09:45:00;23.1;;14.266666666666698;15.3;;13.033333333333301;13.15
2017-11-07 10:00:00;23.1;;13.7;16.033333333333303;;12.6;13.666666666666698
2017-11-07 10:15:00;23.0;;14.0;18.25;;13.1;15.15
2017-11-07 10:30:00;23.0;;19.9;23.15;;18.5;19.25
2017-11-07 10:45:00;23.0;;17.75;29.2;;16.35;24.2
2017-11-07 11:00:00;23.0;;18.7;30.1;;17.25;25.05
2017-11-07 11:15:00;21.8;;18.95;25.75;;17.4;21.95
2017-11-07 11:30:00;21.8;;24.6333333333333;23.4;;22.6;20.0
2017-11-07 11:45:00;21.8;;26.8;26.6;;24.75;22.1666666666667
2017-11-07 12:00:00;21.8;;28.15;35.45;;26.05;29.1
2017-11-07 12:15:00;21.0;;24.6;36.75;;23.0;30.75
2017-11-07 12:30:00;21.0;;25.0;38.3;;23.15;32.0
2017-11-07 12:45:00;21.0;;35.6;36.9;;32.85;30.95
2017-11-07 13:00:00;20.9;;34.5;35.0;;31.8;29.45
2017-11-07 13:15:00;18.1;;24.3666666666667;29.2;;22.6333333333333;24.7
2017-11-07 13:30:00;18.1;;23.2;30.3666666666667;;21.5;25.466666666666693
2017-11-07 13:45:00;18.1;;27.2;32.8;;25.05;27.75
2017-11-07 14:00:00;18.1;;25.55;29.5;;23.65;24.75
2017-11-07 14:15:00;17.4;;25.85;28.0;;24.0;23.15
2017-11-07 14:30:00;17.4;;23.5;28.8;;21.95;23.55
2017-11-07 14:45:00;17.4;;20.2;32.8;;19.05;26.6
2017-11-07 15:00:00;17.3;;22.466666666666693;30.25;;21.3;25.25
2017-11-07 15:15:00;13.2;;23.35;26.0;;21.95;22.266666666666694
2017-11-07 15:30:00;13.2;;22.0;24.3;;20.45;20.6
2017-11-07 15:45:00;13.2;;21.75;30.2;;20.1;25.7
2017-11-07 16:00:00;13.2;;21.45;24.95;;19.85;21.4
2017-11-07 16:15:00;15.2;;18.55;23.15;;17.25;19.4
2017-11-07 16:30:00;15.2;;21.4;24.5;;19.95;20.65
2017-11-07 16:45:00;15.2;;25.466666666666693;25.4;;23.5666666666667;21.45
2017-11-07 17:00:00;15.2;;23.65;25.6666666666667;;21.85;21.266666666666698
2017-11-07 17:15:00;14.9;;25.3;23.15;;23.4;19.25
2017-11-07 17:30:00;14.9;;23.05;27.75;;21.55;23.4
2017-11-07 17:45:00;14.9;;23.5;30.2;;21.7;25.5
2017-11-07 18:00:00;15.1;;22.8;31.05;;21.2;25.8
2017-11-07 18:15:00;21.4;;19.4;33.4;;18.2;27.7
2017-11-07 18:30:00;21.4;;21.3666666666667;31.45;;19.6666666666667;26.35
2017-11-07 18:45:00;21.4;;21.3;31.3;;19.7;26.3666666666667
2017-11-07 19:00:00;21.4;;22.95;31.25;;21.25;26.45
2017-11-07 19:15:00;22.6;;21.2;30.45;;19.8;25.5
2017-11-07 19:30:00;22.6;;20.35;30.8;;18.75;25.5
2017-11-07 19:45:00;22.6;;21.85;27.35;;20.15;22.5
2017-11-07 20:00:00;22.8;;23.05;30.85;;21.55;25.8
2017-11-07 20:15:00;27.0;;19.6;28.8;;18.466666666666697;24.45
2017-11-07 20:30:00;27.0;;24.6;26.6666666666667;;22.8;22.1
2017-11-07 20:45:00;27.0;;20.6;21.8;;19.15;18.2
2017-11-07 21:00:00;26.8;;26.1;23.55;;24.25;19.7
2017-11-07 21:15:00;22.9;;21.3;31.75;;20.0;26.9
2017-11-07 21:30:00;22.9;;20.6;29.7;;19.35;25.25
2017-11-07 21:45:00;22.9;;23.75;30.3;;22.25;25.55
2017-11-07 22:00:00;23.0;;22.266666666666694;32.65;;20.8333333333333;27.9
2017-11-07 22:15:00;25.6;;26.8;31.4333333333333;;25.05;26.266666666666694
2017-11-07 22:30:00;25.6;;24.85;31.05;;23.3;25.95
2017-11-07 22:45:00;25.6;;21.4;31.75;;20.1;26.6
2017-11-07 23:00:00;25.5;;25.15;33.2;;23.45;27.75
2017-11-07 23:15:00;22.7;;26.25;31.25;;24.55;26.3
2017-11-07 23:30:00;22.7;;22.7;32.25;;21.35;27.15
2017-11-07 23:45:00;22.7;;23.466666666666693;28.25;;22.0666666666667;24.25
2017-11-08 00:00:00;22.6;;23.5;25.766666666666694;;22.1;22.0
2017-11-08 00:15:00;20.4;;22.55;30.65;;20.9;25.6
2017-11-08 00:30:00;20.4;;25.95;28.45;;24.1;24.0
2017-11-08 00:45:00;20.4;;21.75;28.7;;20.35;24.5
2017-11-08 01:00:00;20.5;;21.05;25.95;;19.65;22.05
2017-11-08 01:15:00;22.3;;26.0;30.0;;24.0;25.6
2017-11-08 01:30:00;22.3;;24.3;35.7;;22.5;30.2
2017-11-08 01:45:00;22.3;;25.15;30.533333333333307;;23.65;25.5666666666667
2017-11-08 02:00:00;22.3;;29.7;28.05;;27.6;23.5
2017-11-08 02:15:00;20.4;;26.4;29.6;;24.4;24.7
2017-11-08 02:30:00;20.4;;26.35;29.0;;24.55;24.3
2017-11-08 02:45:00;20.4;;23.05;27.8;;21.65;23.75
2017-11-08 03:00:00;20.4;;19.1;30.45;;18.0;26.15
2017-11-08 03:15:00;19.5;;26.3666666666667;34.2;;24.5666666666667;28.85
2017-11-08 03:30:00;19.5;;29.15;32.6;;27.0;27.7
2017-11-08 03:45:00;19.5;;20.85;33.7;;19.7;28.3
2017-11-08 04:00:00;19.4;;22.55;32.5;;21.05;27.2
2017-11-08 04:15:00;16.5;;26.8;33.3;;24.75;28.05
2017-11-08 04:30:00;16.5;;28.3;31.05;;26.1;26.2
2017-11-08 04:45:00;16.5;;26.9;28.35;;24.8;24.3
2017-11-08 05:00:00;16.4;;21.1666666666667;31.95;;19.8333333333333;26.7
2017-11-08 05:15:00;15.3;;23.25;29.4333333333333;;21.95;24.6
2017-11-08 05:30:00;15.3;;24.75;26.7;;23.15;22.7
2017-11-08 05:45:00;15.3;;18.55;21.45;;17.4;18.65
2017-11-08 06:00:00;15.4;;12.35;23.0;;11.75;19.95
2017-11-08 06:15:00;19.0;;16.35;23.6;;15.5;20.0
2017-11-08 06:30:00;19.0;;18.65;22.35;;17.7;19.0
2017-11-08 06:45:00;19.0;;10.766666666666698;18.4;;10.1666666666667;15.8
2017-11-08 07:00:00;19.0;;14.55;21.466666666666697;;13.6;18.4
2017-11-08 07:15:00;18.5;;14.55;20.8;;13.7;18.05
2017-11-08 07:30:00;18.5;;15.5;19.1;;14.6;16.6
2017-11-08 07:45:00;18.5;;17.0;18.6;;16.0;16.35
2017-11-08 08:00:00;18.6;;12.2;17.65;;11.55;15.6
2017-11-08 08:15:00;21.9;;10.7;19.8;;10.15;17.05
2017-11-08 08:30:00;21.9;;13.833333333333302;21.15;;13.0;18.15
2017-11-08 08:45:00;21.9;;12.9;20.733333333333302;;12.05;17.966666666666697
2017-11-08 09:00:00;21.9;;14.95;25.0;;13.95;21.5
2017-11-08 09:15:00;22.8;;20.2;25.7;;18.8;21.65
2017-11-08 09:30:00;22.8;;23.65;28.3;;21.85;23.95
2017-11-08 09:45:00;22.8;;29.3;33.4;;27.3;28.8
2017-11-08 10:00:00;23.1;;36.3;41.05;;34.25;34.9
2017-11-08 10:15:00;33.2;;24.2;29.0;;22.766666666666694;25.05
2017-11-08 10:30:00;33.2;;16.75;22.033333333333307;;15.7;19.266666666666698
2017-11-08 10:45:00;33.2;;16.75;20.4;;15.8;18.05
2017-11-08 11:00:00;32.9;;16.75;17.75;;15.7;15.5
2017-11-08 11:15:00;25.0;;21.0;19.6;;19.55;16.85
2017-11-08 11:30:00;25.0;;22.7;19.1;;21.2;16.6
2017-11-08 11:45:00;25.0;;20.85;25.1;;19.5;21.5
2017-11-08 12:00:00;24.8;;21.0666666666667;24.6;;19.6666666666667;21.1
2017-11-08 12:15:00;21.5;;26.15;25.233333333333306;;24.15;21.466666666666697
2017-11-08 12:30:00;21.5;;24.35;24.05;;22.5;20.55
2017-11-08 12:45:00;21.5;;19.55;21.5;;18.05;18.75
2017-11-08 13:00:00;21.4;;21.15;21.85;;19.7;19.1
2017-11-08 13:15:00;17.6;;26.4;24.35;;24.5;21.0
2017-11-08 13:30:00;17.6;23.25;25.55;29.4;21.8;23.65;24.55
2017-11-08 13:45:00;17.6;22.25;18.5;30.1;20.7;17.3;25.3
2017-11-08 14:00:00;17.6;19.5;24.2;24.3;18.35;22.55;20.466666666666697
2017-11-08 14:15:00;16.9;18.1;21.0;25.4;17.0;19.55;21.45
2017-11-08 14:30:00;16.9;18.466666666666697;19.0;25.4;17.266666666666698;17.9;21.9
2017-11-08 14:45:00;16.9;14.65;19.65;31.05;13.7;18.45;26.6
2017-11-08 15:00:00;16.9;13.8;19.5;29.7;13.05;18.3;25.4
2017-11-08 15:15:00;15.9;15.85;23.65;26.35;15.05;21.9;22.45
2017-11-08 15:30:00;15.9;18.9;29.4333333333333;30.05;18.0;27.266666666666694;25.7
2017-11-08 15:45:00;15.9;22.15;31.05;29.6;20.85;29.1;25.8
2017-11-08 16:00:00;15.9;22.8;27.2;33.4;21.3;25.5;28.6
2017-11-08 16:15:00;16.2;22.233333333333306;24.85;33.9;20.8333333333333;23.2;28.6
2017-11-08 16:30:00;16.2;17.2;27.05;32.3;16.25;25.15;27.3
2017-11-08 16:45:00;16.2;17.0;28.85;34.5;15.85;26.95;29.25
2017-11-08 17:00:00;16.4;15.55;27.5;30.95;14.65;25.7;26.7
2017-11-08 17:15:00;22.5;12.5;23.966666666666693;26.65;11.9;22.3666666666667;23.4
2017-11-08 17:30:00;22.5;12.3;15.1;22.8666666666667;11.65;14.2;19.9333333333333
2017-11-08 17:45:00;22.5;9.7;12.3;18.3;9.15;11.65;15.8
2017-11-08 18:00:00;22.6;10.4333333333333;12.85;18.55;9.96666666666667;12.25;16.05
2017-11-08 18:15:00;24.6;9.6;13.45;17.2;9.1;12.9;15.25
2017-11-08 18:30:00;24.6;10.2;13.45;20.1;9.65;12.65;17.15
2017-11-08 18:45:00;24.6;7.1;11.4;21.6;6.85;10.9;18.4
2017-11-08 19:00:00;24.5;8.15;12.9;19.4;7.9;12.166666666666698;17.15
2017-11-08 19:15:00;21.9;9.0;16.45;16.8666666666667;8.7;15.6;15.0
2017-11-08 19:30:00;21.9;10.4;16.75;18.8;9.95;15.9;16.65
2017-11-08 19:45:00;21.9;12.3666666666667;18.15;22.65;11.766666666666698;17.15;19.95
2017-11-08 20:00:00;22.2;11.1;15.5;21.2;10.45;14.45;18.4
2017-11-08 20:15:00;31.2;11.6;12.75;21.4;10.9;11.95;18.0
2017-11-08 20:30:00;31.2;15.55;14.3;22.65;14.75;13.4;19.3
2017-11-08 20:45:00;31.2;17.9;19.3333333333333;25.8;16.8;18.1333333333333;21.95
2017-11-08 21:00:00;30.8;19.3;26.55;32.3333333333333;18.25;24.75;27.9333333333333
2017-11-08 21:15:00;17.3;23.4;24.45;34.3;21.9;22.95;28.95
2017-11-08 21:30:00;17.3;20.6666666666667;24.9;28.6;19.3;23.3;24.55
2017-11-08 21:45:00;17.3;22.75;25.7;30.3;21.35;23.85;26.05
2017-11-08 22:00:00;17.6;21.2;25.05;28.3;19.95;23.5;24.3
2017-11-08 22:15:00;24.6;21.75;25.95;34.5;20.55;24.65;29.3
2017-11-08 22:30:00;24.6;22.7;21.1666666666667;37.35;21.25;19.9333333333333;31.95
2017-11-08 22:45:00;24.6;22.65;23.5;26.966666666666693;21.3;22.0;23.2
2017-11-08 23:00:00;24.6;20.1;24.35;27.5;18.95;22.9;24.1
2017-11-08 23:15:00;27.0;21.0666666666667;21.7;26.55;19.766666666666698;20.5;23.0
2017-11-08 23:30:00;27.0;20.3;29.45;32.05;19.25;27.45;27.1
2017-11-08 23:45:00;27.0;24.2;29.45;36.95;22.95;27.05;31.15
2017-11-09 00:00:00;27.1;22.1;29.55;43.0;20.75;27.35;36.85
2017-11-09 00:15:00;29.1;21.0;31.1666666666667;39.6;19.7;28.8666666666667;33.85
2017-11-09 00:30:00;29.1;22.15;30.1;35.2;20.7;27.95;30.0
2017-11-09 00:45:00;29.1;22.75;26.35;33.5;21.25;24.6;28.75
2017-11-09 01:00:00;29.1;16.4;27.2;40.75;15.466666666666699;25.45;34.3
2017-11-09 01:15:00;28.4;21.15;25.45;39.3;19.95;24.0;33.3
2017-11-09 01:30:00;28.4;24.3;23.35;37.2;22.8;21.95;32.2
2017-11-09 01:45:00;28.4;21.6;27.1;32.15;20.45;25.55;28.0
2017-11-09 02:00:00;28.5;21.95;24.5666666666667;29.5;20.75;22.9;25.8
2017-11-09 02:15:00;29.4;21.75;25.15;31.1333333333333;20.6;23.6;27.0
2017-11-09 02:30:00;29.4;17.4;24.35;32.8;16.4;22.9;28.35
2017-11-09 02:45:00;29.4;19.6;23.65;32.55;18.3666666666667;22.1;28.2
2017-11-09 03:00:00;29.4;21.05;23.65;28.6;19.85;21.9;24.55
2017-11-09 03:15:00;28.7;19.2;29.4;30.1;18.05;27.55;27.0
2017-11-09 03:30:00;28.7;18.4;28.15;30.7;17.3;26.45;27.2
2017-11-09 03:45:00;28.7;17.8;22.266666666666694;30.3;16.85;20.8666666666667;26.4
2017-11-09 04:00:00;28.6;19.9;24.6;30.1666666666667;18.9;23.2;26.266666666666694
2017-11-09 04:15:00;25.9;17.7;22.15;33.2;16.85;20.9;28.6
2017-11-09 04:30:00;25.9;16.533333333333303;24.45;29.9;15.566666666666698;22.9;26.45
2017-11-09 04:45:00;25.9;19.5;21.6;25.2;18.25;20.45;22.1
2017-11-09 05:00:00;26.0;19.3;21.45;25.25;18.2;20.0;21.8
2017-11-09 05:15:00;27.8;16.3;19.8;25.75;15.55;18.55;22.3
2017-11-09 05:30:00;27.8;14.7;20.5;26.45;14.0;19.266666666666698;22.85
2017-11-09 05:45:00;27.8;18.9;21.6;28.3;17.65;20.25;24.733333333333306
2017-11-09 06:00:00;27.7;26.7;23.5;27.05;24.8;21.9;23.65
2017-11-09 06:15:00;25.8;20.7;13.85;28.7;19.466666666666697;12.8;24.7
2017-11-09 06:30:00;25.8;18.2;19.0;28.4;16.95;17.55;24.25
2017-11-09 06:45:00;25.8;24.55;20.2;24.9;22.65;18.8;21.25
2017-11-09 07:00:00;25.6;27.5;24.2;24.7;25.45;22.25;21.45
2017-11-09 07:15:00;21.7;28.0;25.6333333333333;27.95;26.0;23.8333333333333;23.85
2017-11-09 07:30:00;21.7;31.6;27.35;30.7;29.3;25.05;25.4333333333333
2017-11-09 07:45:00;21.7;31.6;30.8;37.6;29.25;28.4;31.55
2017-11-09 08:00:00;21.9;29.8333333333333;29.7;38.2;27.533333333333307;27.4;32.55
2017-11-09 08:15:00;27.6;26.0;28.05;41.5;24.3;25.55;34.4
2017-11-09 08:30:00;27.6;30.45;28.05;49.45;28.65;26.0;41.25
2017-11-09 08:45:00;27.6;30.45;29.7;55.3;28.6;27.6;45.8
2017-11-09 09:00:00;27.9;32.8;36.7666666666667;48.25;30.75;33.9666666666667;40.7
2017-11-09 09:15:00;38.2;30.8;41.95;43.5333333333333;28.95;38.7;36.7666666666667
2017-11-09 09:30:00;38.2;45.95;50.8;66.7;43.35;47.15;55.75
2017-11-09 09:45:00;38.2;52.633333333333304;53.65;67.85;49.0;49.85;57.3
2017-11-09 10:00:00;38.2;50.5;60.4;62.55;46.95;55.9;52.5
2017-11-09 10:15:00;37.0;48.0;60.65;64.0;44.8;55.85;53.9
2017-11-09 10:30:00;37.0;51.85;57.75;60.2;48.1;53.55;50.6
2017-11-09 10:45:00;37.0;49.5;49.0666666666667;61.0;45.95;44.9666666666667;50.95
2017-11-09 11:00:00;36.7;34.95;38.65;49.2;32.85;35.6;40.8666666666667
2017-11-09 11:15:00;28.7;25.2;27.9;32.05;23.55;25.75;26.55
2017-11-09 11:30:00;28.7;16.3;18.0;26.2;15.266666666666698;16.6;22.0
2017-11-09 11:45:00;28.7;13.4;14.3;23.45;12.55;13.15;20.0
2017-11-09 12:00:00;28.1;12.1;15.8;17.85;11.5;14.5;15.2
2017-11-09 12:15:00;9.5;14.35;19.1;18.85;13.45;17.55;15.95
2017-11-09 12:30:00;9.5;18.4;15.3666666666667;21.0;17.15;14.6;17.65
2017-11-09 12:45:00;9.5;16.7;21.45;21.5666666666667;15.55;20.15;18.033333333333303
2017-11-09 13:00:00;9.7;15.15;21.7;23.6;14.1;20.45;20.0
2017-11-09 13:15:00;15.4;14.1333333333333;19.8;22.55;13.233333333333302;18.45;19.05
2017-11-09 13:30:00;15.4;14.95;16.9;19.35;14.2;15.7;16.6
2017-11-09 13:45:00;15.4;14.45;17.45;19.3;13.5;16.15;16.9
2017-11-09 14:00:00;15.3;16.15;24.2;29.5;15.2;22.35;25.2
2017-11-09 14:15:00;12.1;17.8;20.8666666666667;34.5;16.7;19.7;28.85
2017-11-09 14:30:00;12.1;15.6;25.3;25.9333333333333;14.7;23.6;21.733333333333306
2017-11-09 14:45:00;12.1;18.7;26.4;29.8;17.65;24.55;25.1
2017-11-09 15:00:00;12.1;22.466666666666693;26.0;31.45;21.0;24.2;26.55
2017-11-09 15:15:00;11.2;17.9;22.65;23.9;16.85;21.25;20.3
2017-11-09 15:30:00;11.2;14.85;19.55;21.9;14.1;18.25;18.4
2017-11-09 15:45:00;11.2;11.3;14.55;23.25;10.75;13.6;19.75
2017-11-09 16:00:00;11.2;10.5;11.8666666666667;21.05;9.95;11.1;18.15
2017-11-09 16:15:00;10.0;9.8;15.9;12.9;9.3;14.8;11.233333333333302
2017-11-09 16:30:00;10.0;7.75;16.6;10.8;7.45;15.5;9.5
2017-11-09 16:45:00;10.0;9.5;15.65;12.3;9.03333333333333;14.65;10.9
2017-11-09 17:00:00;10.0;15.45;19.95;29.8;14.95;18.95;26.45
2017-11-09 17:15:00;10.5;16.25;16.1;25.75;15.45;15.2;22.7
2017-11-09 17:30:00;10.5;14.45;16.45;19.9;13.7;15.55;17.4
2017-11-09 17:45:00;10.5;15.7;17.4;19.2;15.0;16.3666666666667;16.6
2017-11-09 18:00:00;10.5;13.1;20.05;16.766666666666698;12.45;18.8;14.433333333333302
2017-11-09 18:15:00;9.9;12.4;22.95;19.3;11.85;21.35;16.55
2017-11-09 18:30:00;9.9;16.1666666666667;20.1;22.75;15.166666666666698;18.9;19.6
2017-11-09 18:45:00;9.9;22.15;19.1;28.5;20.7;17.9;24.05
2017-11-09 19:00:00;10.1;19.0;18.4;26.75;17.8;17.15;22.15
2017-11-09 19:15:00;16.7;13.7;15.0;18.15;13.0;14.0;15.7
2017-11-09 19:30:00;16.7;10.7;14.533333333333301;19.05;10.1;13.6333333333333;16.6
2017-11-09 19:45:00;16.7;11.3;19.65;21.8;10.7;18.35;18.8
2017-11-09 20:00:00;16.6;11.3;17.7;20.0;10.75;16.65;17.05
2017-11-09 20:15:00;14.6;12.433333333333302;16.2;20.1;11.833333333333302;15.05;17.7
2017-11-09 20:30:00;14.6;11.7;13.7;22.45;11.1;12.8;19.3
2017-11-09 20:45:00;14.6;13.3;13.55;20.8;12.4;12.85;17.7
2017-11-09 21:00:00;14.6;12.0;18.15;23.2;11.35;16.95;19.8
2017-11-09 21:15:00;15.8;10.0;14.666666666666698;23.7;9.4;13.7;19.95
2017-11-09 21:30:00;15.8;11.4;12.5;21.233333333333302;10.8;11.75;17.966666666666697
2017-11-09 21:45:00;15.8;11.4;14.5;15.1;10.75;13.75;12.85
2017-11-09 22:00:00;15.6;11.566666666666698;14.4;15.3;10.833333333333302;13.6;13.1
2017-11-09 22:15:00;10.4;11.5;12.9;16.55;10.75;12.15;13.85
2017-11-09 22:30:00;10.4;11.8;13.75;19.7;11.15;13.0;16.5
2017-11-09 22:45:00;10.4;10.0;18.65;17.5;9.65;17.45;15.15
2017-11-09 23:00:00;10.6;9.9;21.3333333333333;20.9;9.5;19.6333333333333;18.1
2017-11-09 23:15:00;15.0;11.2;20.5;19.5;10.6;18.8;16.5666666666667
2017-11-09 23:30:00;15.0;11.1;25.55;14.9;10.5;23.1;12.65
2017-11-09 23:45:00;15.0;13.3;15.95;13.15;12.433333333333302;14.85;11.3
2017-11-10 00:00:00;15.0;14.85;12.35;16.4;13.8;11.6;14.15
2017-11-10 00:15:00;14.9;16.7;11.95;19.1;15.7;11.15;16.5
2017-11-10 00:30:00;14.9;14.15;10.45;17.75;13.25;9.8;15.0
2017-11-10 00:45:00;14.9;11.4;12.966666666666699;17.3;10.6;12.033333333333301;14.45
2017-11-10 01:00:00;14.8;12.2;19.9;15.833333333333302;11.35;18.5;13.533333333333301
2017-11-10 01:15:00;13.2;11.1;17.4;15.3;10.3;16.2;12.65
2017-11-10 01:30:00;13.2;13.233333333333302;14.4;16.5;12.4;13.35;14.1
2017-11-10 01:45:00;13.2;14.1;16.2;18.25;13.2;15.15;15.7
2017-11-10 02:00:00;13.1;15.15;18.55;18.7;14.3;17.25;16.0
2017-11-10 02:15:00;10.2;17.2;22.95;19.5;16.25;21.2;16.75
2017-11-10 02:30:00;10.2;18.0;22.0666666666667;25.95;16.9;20.533333333333303;22.05
2017-11-10 02:45:00;10.2;22.25;26.95;33.7666666666667;20.95;25.15;28.8333333333333
2017-11-10 03:00:00;10.2;25.4;32.05;34.1;23.9;30.05;29.1
2017-11-10 03:15:00;8.1;32.2333333333333;37.15;38.3;30.3;34.6;32.7
2017-11-10 03:30:00;8.1;37.25;46.9;44.25;35.3;43.35;37.45
2017-11-10 03:45:00;8.1;35.2;48.3;54.25;33.25;44.5;46.1
2017-11-10 04:00:00;8.2;39.9;44.0;50.75;37.4;41.05;43.2
2017-11-10 04:15:00;11.3;37.0;43.0333333333333;47.8;34.7;40.06666666666671;40.65
2017-11-10 04:30:00;11.3;35.5;39.6;46.4;33.35;36.7;39.2666666666667
2017-11-10 04:45:00;11.3;31.6;37.4;50.15;29.55;34.75;42.25
2017-11-10 05:00:00;11.3;32.7333333333333;36.45;40.95;30.3666666666667;33.8;34.5
2017-11-10 05:15:00;10.8;26.4;37.85;38.2;24.6;34.9;32.6
2017-11-10 05:30:00;10.8;27.0;37.7;38.6;25.4;34.75;32.8
2017-11-10 05:45:00;10.8;27.5;36.55;44.5;25.8;33.75;37.45
2017-11-10 06:00:00;10.8;29.85;38.8;39.85;28.0;35.93333333333329;33.6
2017-11-10 06:15:00;10.5;28.85;42.25;40.6666666666667;27.2;38.85;34.5666666666667
2017-11-10 06:30:00;10.5;37.95;39.75;46.8;35.8;37.0;39.3
2017-11-10 06:45:00;10.5;29.9;40.2;42.6;28.233333333333306;37.35;36.25
