date;ref;NO2_61FD;NO2_61F0;NO2_61EF
2017-10-29 14:30:00;6.4;;0.0;0.0
2017-10-29 14:45:00;4.4;;0.0;0.0
2017-10-29 15:00:00;5.9;;0.0;0.0
2017-10-29 15:15:00;6.0;;0.0;0.0
2017-10-29 15:30:00;7.4;;0.0;0.0
2017-10-29 15:45:00;7.0;;0.0;0.0
2017-10-29 16:00:00;8.9;;0.0;0.0
2017-10-29 16:15:00;8.8;;0.0;0.0
2017-10-29 16:30:00;8.1;;0.0;0.0
2017-10-29 16:45:00;8.1;;0.0;0.0
2017-10-29 17:00:00;9.3;;0.0;0.0
2017-10-29 17:15:00;8.9;;0.0;0.0
2017-10-29 17:30:00;9.3;;0.0;0.0
2017-10-29 17:45:00;11.2;;0.0;0.0
2017-10-29 18:00:00;14.9;;0.0;0.0
2017-10-29 18:15:00;17.4;;0.0;0.0
2017-10-29 18:30:00;15.1;;0.0;0.0
2017-10-29 18:45:00;14.0;;0.0;0.0
2017-10-29 19:00:00;12.4;;0.0;0.0
2017-10-29 19:15:00;12.2;;0.0;0.0
2017-10-29 19:30:00;14.0;;0.0;0.0
2017-10-29 19:45:00;15.3;;0.0;0.0
2017-10-29 20:00:00;14.4;;0.0;0.0
2017-10-29 20:15:00;12.7;;0.0;0.0
2017-10-29 20:30:00;15.0;;0.0;0.0
2017-10-29 20:45:00;21.0;;0.0;0.0
2017-10-29 21:00:00;16.9;;0.0;0.0
2017-10-29 21:15:00;12.2;;0.0;0.0
2017-10-29 21:30:00;9.6;;0.0;0.0
2017-10-29 21:45:00;11.6;;0.0;0.0
2017-10-29 22:00:00;14.5;;0.0;0.0
2017-10-29 22:15:00;14.4;;0.0;0.0
2017-10-29 22:30:00;14.2;;0.0;0.0
2017-10-29 22:45:00;15.1;;0.0;0.0
2017-10-29 23:00:00;12.0;;0.0;0.0
2017-10-29 23:15:00;12.5;;0.0;0.0
2017-10-29 23:30:00;10.8;;0.0;0.0
2017-10-29 23:45:00;9.3;;0.0;0.0
2017-10-30 00:00:00;6.8;;0.0;0.0
2017-10-30 00:15:00;6.0;;0.0;0.0
2017-10-30 00:30:00;5.2;;0.0;0.0
2017-10-30 00:45:00;4.5;;0.0;0.0
2017-10-30 01:00:00;4.0;;0.0;0.0
2017-10-30 01:15:00;3.8;;0.0;0.0
2017-10-30 01:30:00;3.7;;0.0;0.0
2017-10-30 01:45:00;3.6;;0.0;0.0
2017-10-30 02:00:00;3.4;;0.0;0.0
2017-10-30 02:15:00;3.2;;0.0;0.0
2017-10-30 02:30:00;4.6;;0.0;0.0
2017-10-30 02:45:00;5.8;;0.0;0.0
2017-10-30 03:00:00;7.2;;0.0;0.0
2017-10-30 03:15:00;7.9;;0.0;0.0
2017-10-30 03:30:00;9.7;;0.0;0.0
2017-10-30 03:45:00;13.3;;0.0;0.0
2017-10-30 04:00:00;12.3;;0.0;0.0
2017-10-30 04:15:00;12.4;;0.0;0.0
2017-10-30 04:30:00;17.0;;0.0;0.0
2017-10-30 04:45:00;18.3;;0.0;0.0
2017-10-30 05:00:00;19.8;;0.0;0.0
2017-10-30 05:15:00;20.0;;0.0;0.0
2017-10-30 05:30:00;19.0;;0.0;0.0
2017-10-30 05:45:00;17.5;;0.0;0.0
2017-10-30 06:00:00;19.8;;0.0;0.0
2017-10-30 06:15:00;28.2;;0.0;0.0
2017-10-30 06:30:00;38.7;;0.0;0.0
2017-10-30 06:45:00;30.5;;0.0;0.0
2017-10-30 07:00:00;30.9;;0.0;0.0
2017-10-30 07:15:00;30.3;;0.0;0.0
2017-10-30 07:30:00;31.8;;0.0;0.0
2017-10-30 07:45:00;39.2;;0.0;0.0
2017-10-30 08:00:00;38.6;;0.0;0.0
2017-10-30 08:15:00;31.8;;0.0;0.0
2017-10-30 08:30:00;22.2;;0.0;0.0
2017-10-30 08:45:00;20.1;;0.0;0.0
2017-10-30 09:00:00;15.9;;0.0;0.0
2017-10-30 09:15:00;14.0;;0.0;0.0
2017-10-30 09:30:00;11.9;;0.0;0.0
2017-10-30 09:45:00;12.6;;0.0;0.0
2017-10-30 10:00:00;10.8;;0.0;0.0
2017-10-30 10:15:00;9.8;;0.0;0.0
2017-10-30 10:30:00;9.0;;0.0;0.0
2017-10-30 10:45:00;7.1;;0.0;0.0
2017-10-30 11:00:00;6.9;;0.0;0.0
2017-10-30 11:15:00;6.6;;0.0;0.0
2017-10-30 11:30:00;5.8;;0.0;0.0
2017-10-30 11:45:00;4.1;;0.0;0.0
2017-10-30 12:00:00;3.6;;0.0;0.0
2017-10-30 12:15:00;4.2;;0.0;0.0
2017-10-30 12:30:00;5.6;;0.0;0.0
2017-10-30 12:45:00;9.1;;0.0;0.0
2017-10-30 13:00:00;5.9;;0.0;0.0
2017-10-30 13:15:00;6.8;;0.0;0.0
2017-10-30 13:30:00;8.3;;0.0;0.0
2017-10-30 13:45:00;9.8;;0.0;0.0
2017-10-30 14:00:00;10.7;;0.0;0.0
2017-10-30 14:15:00;10.4;;0.0;0.0
2017-10-30 14:30:00;11.4;;0.0;0.0
2017-10-30 14:45:00;10.9;;0.0;0.0
2017-10-30 15:00:00;9.7;;0.0;0.0
2017-10-30 15:15:00;14.8;;0.0;0.0
2017-10-30 15:30:00;17.1;;0.0;0.0
2017-10-30 15:45:00;19.3;;0.0;0.0
2017-10-30 16:00:00;21.7;;0.0;0.0
2017-10-30 16:15:00;24.5;;0.0;0.0
2017-10-30 16:30:00;25.2;;0.0;0.0
2017-10-30 16:45:00;28.0;;0.0;0.0
2017-10-30 17:00:00;35.1;;0.0;0.0
2017-10-30 17:15:00;44.4;;0.0;0.0
2017-10-30 17:30:00;44.6;;0.0;0.0
2017-10-30 17:45:00;32.8;;0.0;0.0
2017-10-30 18:00:00;29.7;;0.0;0.0
2017-10-30 18:15:00;31.6;;0.0;0.0
2017-10-30 18:30:00;27.9;;0.0;0.0
2017-10-30 18:45:00;36.9;;0.0;0.0
2017-10-30 19:00:00;55.8;;0.0;0.0
2017-10-30 19:15:00;55.3;;0.676666666666667;0.0
2017-10-30 19:30:00;49.7;;1.015;0.0
2017-10-30 19:45:00;52.0;;0.0;0.0
2017-10-30 20:00:00;47.0;;0.0;0.0
2017-10-30 20:15:00;47.0;;0.0;0.0
2017-10-30 20:30:00;48.4;;0.0;0.0
2017-10-30 20:45:00;45.9;;1.015;0.0
2017-10-30 21:00:00;43.6;;0.0;0.0
2017-10-30 21:15:00;43.4;;0.0;0.0
2017-10-30 21:30:00;41.3;;0.0;0.0
2017-10-30 21:45:00;40.4;;0.0;0.0
2017-10-30 22:00:00;38.7;;0.0;0.0
2017-10-30 22:15:00;36.4;;0.0;0.0
2017-10-30 22:30:00;35.3;;0.0;0.0
2017-10-30 22:45:00;34.3;;0.0;0.0
2017-10-30 23:00:00;32.1;;0.0;0.0
2017-10-30 23:15:00;31.4;;0.0;0.0
2017-10-30 23:30:00;29.6;;0.0;0.0
2017-10-30 23:45:00;28.5;;0.0;0.0
2017-10-31 00:00:00;27.0;;0.0;0.0
2017-10-31 00:15:00;26.4;;0.0;0.0
2017-10-31 00:30:00;23.6;;0.0;0.0
2017-10-31 00:45:00;25.1;;0.0;0.0
2017-10-31 01:00:00;24.0;;0.0;0.0
2017-10-31 01:15:00;23.1;;0.0;0.0
2017-10-31 01:30:00;22.2;;0.0;0.0
2017-10-31 01:45:00;20.4;;0.0;0.0
2017-10-31 02:00:00;21.5;;0.0;0.0
2017-10-31 02:15:00;22.3;;0.0;0.0
2017-10-31 02:30:00;21.9;;0.0;0.0
2017-10-31 02:45:00;20.6;;0.0;0.0
2017-10-31 03:00:00;22.2;;0.0;0.0
2017-10-31 03:15:00;24.3;;0.0;0.0
2017-10-31 03:30:00;24.0;;0.0;0.0
2017-10-31 03:45:00;23.8;;0.0;0.0
2017-10-31 04:00:00;24.5;;0.0;0.0
2017-10-31 04:15:00;22.4;;0.0;0.0
2017-10-31 04:30:00;21.7;;0.0;0.0
2017-10-31 04:45:00;21.3;;0.0;0.0
2017-10-31 05:00:00;21.5;;0.0;0.0
2017-10-31 05:15:00;23.7;;0.0;0.0
2017-10-31 05:30:00;24.3;;0.0;0.0
2017-10-31 05:45:00;26.0;;0.0;0.0
2017-10-31 06:00:00;26.4;;0.0;0.0
2017-10-31 06:15:00;26.8;;0.0;0.0
2017-10-31 06:30:00;26.0;;0.0;0.0
2017-10-31 06:45:00;26.8;;0.0;0.0
2017-10-31 07:00:00;25.0;;0.0;0.0
2017-10-31 07:15:00;23.9;;0.0;0.0
2017-10-31 07:30:00;24.7;;0.0;0.0
2017-10-31 07:45:00;27.8;;0.0;0.0
2017-10-31 08:00:00;28.6;;0.0;0.0
2017-10-31 08:15:00;27.7;;0.0;0.0
2017-10-31 08:30:00;29.8;;0.0;0.0
2017-10-31 08:45:00;28.9;;0.0;0.0
2017-10-31 09:00:00;29.5;;0.0;0.0
2017-10-31 09:15:00;30.4;;0.0;0.0
2017-10-31 09:30:00;31.0;;0.0;0.0
2017-10-31 09:45:00;32.2;;0.0;0.0
2017-10-31 10:00:00;32.5;;0.0;0.0
2017-10-31 10:15:00;30.2;;0.0;0.0
2017-10-31 10:30:00;30.9;;0.0;0.0
2017-10-31 10:45:00;31.9;;0.0;0.0
2017-10-31 11:00:00;29.5;;0.0;0.0
2017-10-31 11:15:00;31.2;;0.0;0.0
2017-10-31 11:30:00;29.9;;0.0;0.0
2017-10-31 11:45:00;27.9;;0.0;0.0
2017-10-31 12:00:00;23.2;;0.0;0.0
2017-10-31 12:15:00;18.9;;0.0;0.0
2017-10-31 12:30:00;12.8;;0.0;0.0
2017-10-31 12:45:00;12.5;;0.0;0.0
2017-10-31 13:00:00;19.2;;0.0;0.0
2017-10-31 13:15:00;24.1;;0.0;0.0
2017-10-31 13:30:00;24.9;;0.0;0.0
2017-10-31 13:45:00;26.3;;0.0;0.0
2017-10-31 14:00:00;23.4;;1.015;0.0
2017-10-31 14:15:00;21.8;;0.0;0.0
2017-10-31 14:30:00;24.9;;0.0;0.0
2017-10-31 14:45:00;23.2;;0.0;0.0
2017-10-31 15:00:00;22.0;;0.0;0.0
2017-10-31 15:15:00;23.7;;0.0;0.0
2017-10-31 15:30:00;28.2;;0.0;0.0
2017-10-31 15:45:00;35.5;;0.0;0.0
2017-10-31 16:00:00;39.1;;0.0;0.0
2017-10-31 16:15:00;44.2;;0.0;0.0
2017-10-31 16:30:00;46.8;;0.0;0.0
2017-10-31 16:45:00;52.4;;0.0;0.0
2017-10-31 17:00:00;51.1;;0.0;0.0
2017-10-31 17:15:00;48.1;;0.0;0.0
2017-10-31 17:30:00;47.3;;0.0;0.0
2017-10-31 17:45:00;47.2;;0.0;0.0
2017-10-31 18:00:00;50.3;;0.676666666666667;0.0
2017-10-31 18:15:00;50.7;;0.0;0.0
2017-10-31 18:30:00;52.3;;0.0;0.0
2017-10-31 18:45:00;50.9;;0.0;0.0
2017-10-31 19:00:00;49.9;;0.0;0.0
2017-10-31 19:15:00;51.2;;0.0;0.0
2017-10-31 19:30:00;46.8;;0.0;0.0
2017-10-31 19:45:00;43.4;;0.0;0.0
2017-10-31 20:00:00;47.3;;0.0;0.0
2017-10-31 20:15:00;49.0;;0.0;0.0
2017-10-31 20:30:00;44.1;;0.0;0.0
2017-10-31 20:45:00;44.3;;0.0;0.0
2017-10-31 21:00:00;43.6;;0.0;0.0
2017-10-31 21:15:00;44.2;;0.0;0.0
2017-10-31 21:30:00;44.1;;0.0;0.0
2017-10-31 21:45:00;44.6;;0.0;0.0
2017-10-31 22:00:00;45.4;;0.0;0.0
2017-10-31 22:15:00;44.6;;0.0;0.0
2017-10-31 22:30:00;42.7;;0.0;0.0
2017-10-31 22:45:00;41.2;;0.0;0.0
2017-10-31 23:00:00;38.0;;0.0;0.0
2017-10-31 23:15:00;34.2;;0.0;0.0
2017-10-31 23:30:00;33.0;;0.0;0.0
2017-10-31 23:45:00;28.8;;0.0;0.0
2017-11-01 00:00:00;30.5;;0.0;0.0
2017-11-01 00:15:00;27.8;;0.0;0.0
2017-11-01 00:30:00;26.8;;0.0;0.0
2017-11-01 00:45:00;28.1;;0.0;0.0
2017-11-01 01:00:00;27.0;;0.0;0.0
2017-11-01 01:15:00;27.4;;0.0;0.0
2017-11-01 01:30:00;27.5;;0.0;0.0
2017-11-01 01:45:00;27.9;;0.0;0.0
2017-11-01 02:00:00;27.2;;0.0;0.0
2017-11-01 02:15:00;25.3;;0.0;0.0
2017-11-01 02:30:00;23.0;;0.0;0.0
2017-11-01 02:45:00;23.3;;0.0;0.0
2017-11-01 03:00:00;21.5;;0.0;0.0
2017-11-01 03:15:00;22.3;;0.0;0.0
2017-11-01 03:30:00;21.0;;0.0;0.0
2017-11-01 03:45:00;20.7;;0.0;0.0
2017-11-01 04:00:00;20.5;;0.0;0.0
2017-11-01 04:15:00;20.6;;0.0;0.0
2017-11-01 04:30:00;20.8;;0.0;0.0
2017-11-01 04:45:00;21.7;;0.0;0.0
2017-11-01 05:00:00;20.6;;0.0;0.0
2017-11-01 05:15:00;20.9;;0.0;0.0
2017-11-01 05:30:00;20.0;;0.0;0.0
2017-11-01 05:45:00;22.1;;0.0;0.0
2017-11-01 06:00:00;22.3;;0.0;0.0
2017-11-01 06:15:00;24.1;;0.0;0.0
2017-11-01 06:30:00;26.5;;0.0;0.0
2017-11-01 06:45:00;25.4;;0.0;0.0
2017-11-01 07:00:00;22.6;;0.0;0.0
2017-11-01 07:15:00;21.7;;0.0;0.0
2017-11-01 07:30:00;21.1;;0.0;0.0
2017-11-01 07:45:00;19.9;;0.0;0.0
2017-11-01 08:00:00;19.2;;0.0;0.0
2017-11-01 08:15:00;21.2;;0.0;0.0
2017-11-01 08:30:00;21.8;;0.0;0.0
2017-11-01 08:45:00;23.4;;0.0;0.0
2017-11-01 09:00:00;24.6;;0.0;0.0
2017-11-01 09:15:00;25.0;;0.0;0.0
2017-11-01 09:30:00;24.3;;0.0;0.0
2017-11-01 09:45:00;24.3;;0.0;0.0
2017-11-01 10:00:00;23.2;;0.0;0.0
2017-11-01 10:15:00;22.2;;0.0;0.0
2017-11-01 10:30:00;21.6;;0.0;0.0
2017-11-01 10:45:00;21.7;;0.0;0.0
2017-11-01 11:00:00;18.1;;0.0;0.0
2017-11-01 11:15:00;19.0;;0.0;0.0
2017-11-01 11:30:00;17.4;;0.0;0.0
2017-11-01 11:45:00;18.1;;0.0;0.0
2017-11-01 12:00:00;;;0.0;0.0
2017-11-01 12:15:00;;;0.0;0.0
2017-11-01 12:30:00;17.1;;0.0;0.0
2017-11-01 12:45:00;15.0;;0.0;0.0
2017-11-01 13:00:00;15.7;;0.0;0.0
2017-11-01 13:15:00;16.1;;0.0;0.0
2017-11-01 13:30:00;18.0;;0.0;0.0
2017-11-01 13:45:00;18.9;;0.0;0.0
2017-11-01 14:00:00;13.6;;0.0;0.0
2017-11-01 14:15:00;13.8;;0.0;0.0
2017-11-01 14:30:00;14.0;;0.0;0.0
2017-11-01 14:45:00;21.1;;0.0;0.0
2017-11-01 15:00:00;18.0;;0.0;0.0
2017-11-01 15:15:00;19.4;;0.0;0.0
2017-11-01 15:30:00;17.8;;0.0;0.0
2017-11-01 15:45:00;20.3;;0.0;0.0
2017-11-01 16:00:00;21.6;;0.0;0.0
2017-11-01 16:15:00;34.1;;0.0;0.0
2017-11-01 16:30:00;32.2;;0.0;0.0
2017-11-01 16:45:00;34.5;;0.0;0.0
2017-11-01 17:00:00;37.2;;0.0;0.0
2017-11-01 17:15:00;30.1;;0.0;0.0
2017-11-01 17:30:00;31.2;;0.0;0.0
2017-11-01 17:45:00;30.8;;0.0;0.0
2017-11-01 18:00:00;30.4;;0.0;0.0
2017-11-01 18:15:00;33.9;;0.0;0.0
2017-11-01 18:30:00;38.9;;0.0;0.0
2017-11-01 18:45:00;38.3;;0.0;0.0
2017-11-01 19:00:00;34.5;;0.0;0.0
2017-11-01 19:15:00;34.8;;0.0;0.0
2017-11-01 19:30:00;34.8;;0.0;0.0
2017-11-01 19:45:00;34.8;;0.0;0.0
2017-11-01 20:00:00;32.4;;0.0;0.0
2017-11-01 20:15:00;33.2;;0.0;0.0
2017-11-01 20:30:00;32.5;;0.0;0.0
2017-11-01 20:45:00;32.0;;0.0;0.0
2017-11-01 21:00:00;32.1;;0.0;0.0
2017-11-01 21:15:00;30.0;;0.0;0.0
2017-11-01 21:30:00;30.5;;0.0;0.0
2017-11-01 21:45:00;28.4;;0.0;0.0
2017-11-01 22:00:00;30.0;;0.0;0.0
2017-11-01 22:15:00;32.8;;0.0;0.0
2017-11-01 22:30:00;29.7;;0.0;0.0
2017-11-01 22:45:00;29.4;;0.0;0.0
2017-11-01 23:00:00;27.6;;0.0;0.0
2017-11-01 23:15:00;26.4;;0.0;0.0
2017-11-01 23:30:00;25.3;;0.0;0.0
2017-11-01 23:45:00;25.1;;0.0;0.0
2017-11-02 00:00:00;22.7;;0.0;0.0
2017-11-02 00:15:00;23.7;;0.0;0.0
2017-11-02 00:30:00;24.4;;0.0;0.0
2017-11-02 00:45:00;25.1;;0.0;0.0
2017-11-02 01:00:00;23.3;;0.0;0.0
2017-11-02 01:15:00;23.0;;0.0;0.0
2017-11-02 01:30:00;22.7;;0.0;0.0
2017-11-02 01:45:00;21.7;;0.0;0.0
2017-11-02 02:00:00;21.5;;0.0;0.0
2017-11-02 02:15:00;20.7;;0.0;0.0
2017-11-02 02:30:00;20.3;;0.0;0.0
2017-11-02 02:45:00;19.7;;0.0;0.0
2017-11-02 03:00:00;20.4;;0.0;0.0
